Tittle,Company Name,Salary,Link
Machine Learning Engineer,AxcelerateAI,Full-time,https://pk.indeed.com/rc/clk?jk=af657ef35458557a&bb=qkmBEBm8eCZ7SIFzlXnQ4-S2BtCRwnXNKx-h1aWHkUMaNPPYF5kCkpNRaVDGPOpWEY2IKqo8IKw08m1UMTwzEyU2N1fj1ZClBmKFUBDuTVeDWQRg3kc0nIZzBk0tDA3BbFZdF2OgdJoEgKzWUaTBmw%3D%3D&xkcb=SoAt67M3sTPD1ZgYAD0LbzkdCdPP&fccid=96354eac7cef4141&cmp=AxcelerateAI&ti=Machine+Learning+Engineer&vjs=3
Software Engineer II - Backend | NextGen Engineering,Careem,Full-time,https://pk.indeed.com/rc/clk?jk=4186801a7feb3a95&bb=qkmBEBm8eCZ7SIFzlXnQ4xTQ62IoheL4FXOKgjoHtN3AxzXUxmCf6azEAbjk0jqq4FD6FMYPlfZgaEu-q7EAoeEDPGmXSGeKaCrDD-MBdk0rchAHwXs17HzKuYvHiU44UTkt1dLF6M-meVRobzg97Q%3D%3D&xkcb=SoCZ67M3sTPD1ZgYAD0KbzkdCdPP&fccid=e109a1b5089cc574&vjs=3
UI/UX Designer,Caramel Tech Studios,"Rs 50,000 - Rs 100,000 a month",https://pk.indeed.com/rc/clk?jk=e92346e8630538c1&bb=qkmBEBm8eCZ7SIFzlXnQ4xMwHmqyKeatd9M3ygdiayNvccuFqWiPMP7BWOy7_JR_Vh5UQvu9L8I9xT7OR9hCngbVSxNwzX3SZijgnWFku7JG5Fx_FjZQU8duvOCnOLE-1rmyZqI3u5BTa4zi9lSqqA%3D%3D&xkcb=SoAE67M3sTPD1ZgYAD0JbzkdCdPP&fccid=85983499f75d376c&vjs=3
Design & Application Engineer,M&N Business,,https://pk.indeed.com/rc/clk?jk=89df77d609f7a30e&bb=qkmBEBm8eCZ7SIFzlXnQ49wRyO0PxTZcWm88iIv5fSPkUIftE-Mikz-Kw-bJ89mFs35vQxrTPvOV-WGOcJQB62pn-TmnlSeYsk_RZLmkZOeqwnDQJ4-_SKoBhuJ7zF6h642laulBXthKBTJRCUC6ug%3D%3D&xkcb=SoCw67M3sTPD1ZgYAD0IbzkdCdPP&fccid=c437d5e2427dee18&cmp=M%2526N-Business&ti=Application+Developer&vjs=3
Junior Python Developer,Mindwhiz,Typically responds within 1 day,https://pk.indeed.com/rc/clk?jk=b7454784dce284ed&bb=qkmBEBm8eCZ7SIFzlXnQ49JHQ45mliSJFHvEc8W0jBU4Ao2-M5ylNy5kZGkBf084PR8jrekCPjIV7bm2xQxwqXh_FdBE5QeRUE9k7cploGzWYAANMnpBL9-C_CgtFsmNjnTKa9Ao-sPQbB2ww6nubw%3D%3D&xkcb=SoA-67M3sTPD1ZgYAD0PbzkdCdPP&fccid=666369322b0dab31&cmp=Mindwhiz&ti=Junior+Python+Developer&vjs=3
Design & Application Engineer,Avanceon MEA,Full-time,https://pk.indeed.com/rc/clk?jk=0cef44197c0ed48d&bb=qkmBEBm8eCZ7SIFzlXnQ4w4-u9qf70UwEScbKp9jEiH7zWebjlimcBui1JHBB2hp3MdT4fAA5OnSHJnsxV2AW6WHF_bCwGE2mFCm-Zntoue1w0HROBZAVFI_nC8pc1WoLyvh16KmiQQF5FrBQy0aug%3D%3D&xkcb=SoCK67M3sTPD1ZgYAD0ObzkdCdPP&fccid=09ba960c1f252172&vjs=3
Associate Software Engineer (Flutter),Planlab Solutions,Full-time,https://pk.indeed.com/rc/clk?jk=fa2bea5876a1744a&bb=qkmBEBm8eCZ7SIFzlXnQ4zLKtj8wD7YgN0cwVbG7f7kPa9IpGUwQxOsjV7G1ATcOWsAzaSonfAkfHkwn8vWAYtQVFHsxUJJwEhyKG3qkwIKVjl90irYTkAefK5TKmR0SGyi54qLp1V6oi8jlUxh27w%3D%3D&xkcb=SoAX67M3sTPD1ZgYAD0NbzkdCdPP&fccid=eceddc19688ce9a6&cmp=Planlab-Solutions&ti=Software+Engineer&vjs=3
QA Automation Engineer,PakWheels,"From Rs 50,000 a month",https://pk.indeed.com/rc/clk?jk=86794df6570d83e3&bb=qkmBEBm8eCZ7SIFzlXnQ4zRTEcpnRzd1-FV0LkqrSy0n6FYcGMRrQD_z5lWEBkrWIF_sad0P_6NSPFS3fMB7sbpcc3r_3VPOnUuMTlzwUvz1M8jsnk7vvPLTjMFPhUcEI1cUz9vj5AF9r6KBH8E5Kw%3D%3D&xkcb=SoCj67M3sTPD1ZgYAD0MbzkdCdPP&fccid=04963aa30de3a50e&vjs=3
QA Automation Engineer,Carbonteq,"Rs 150,000 - Rs 250,000 a month",https://pk.indeed.com/rc/clk?jk=bd5c53e2f536192e&bb=qkmBEBm8eCZ7SIFzlXnQ40JcBiTHFiTz3vCKylgRkcLa4jpGDsuQjBDMyIwod9yUEb96FQmVsGdhzLO9YsqifUNNtUczB5tW1EYZHcFuP1jXuDyk8TanOQVf2RG-uS9m9bdXZ-hHJwcvcOOpTokZkg%3D%3D&xkcb=SoBK67M3sTPD1ZgYAD0DbzkdCdPP&fccid=05041dcd443e374e&vjs=3
Mid-Level Product Support Engineer,HR Force International,Full-time,https://pk.indeed.com/rc/clk?jk=33a4138eb6e9961c&bb=qkmBEBm8eCZ7SIFzlXnQ47ewt_k7jxMnAJUjyiC3sfax5hlVDHGCS6zlnQ7nob23eqyY-LnfXPbNHFyWvK1wGxWjn6jDnqy0JxkagS5765fY8ZiAVTgyFbvDoxydksMqZAL-03_WvWQKwQk98vi7qA%3D%3D&xkcb=SoD-67M3sTPD1ZgYAD0CbzkdCdPP&fccid=87c4d2d411a40f23&vjs=3
Associate Software Quality Assurance Engineer,Sumato Solutions,"Rs 50,000 - Rs 200,000 a month",https://pk.indeed.com/rc/clk?jk=8e97bffd8106f515&bb=qkmBEBm8eCZ7SIFzlXnQ439OFhtLQpd_wOiAMiNjhy-Pgt89R-S8Bt4X2PSy2nRuG5xGeNbICAJj0gE24F3nFFXy5krSR29P7MiEwfYVDGPZOOPMFvFC_yokVODrDXuXTrR38DQjJamsf-1mbsGU7w%3D%3D&xkcb=SoBj67M3sTPD1ZgYAD0BbzkdCdPP&fccid=7919ef9d3efcd232&cmp=Sumato-Solutions&ti=Software+Quality+Assurance+Engineer&vjs=3
Gohighlevel Specialist,ThinkDone Solutions,Full-time,https://pk.indeed.com/rc/clk?jk=337780fe74ef16af&bb=qkmBEBm8eCZ7SIFzlXnQ42oBFxjYEOagqIdt2jTs8rMKWxplD5zdMMCcPwougrA8OwtUHdtQtNsawBHlRW06UdK7v0MIxAY1Tks8gx4jSA_3R9NSPhUUDg25PpyUdKFH2t0ccGyDHMPlqrBk6H7N0A%3D%3D&xkcb=SoDX67M3sTPD1ZgYAD0AbzkdCdPP&fccid=ecfc857a41fd218d&cmp=ThinkDone-Solutions&ti=Gohighlevel+Specialist&vjs=3
Network Systems Engineer,IRG Global,Full-time,https://pk.indeed.com/rc/clk?jk=d5f853acfc7772fb&bb=qkmBEBm8eCZ7SIFzlXnQ43T0BTv-L83rnNvKQe3SNnWxZ-mdRuE1KhwqjrvSREtIzoRgRnQAZLGeswb05cInU5RTX9fqaLlLTump5VQ9osNvUEcc7z3Mpy6Wh8axjG7ZL5UzEyNK0eE0KKNOK3yxwg%3D%3D&xkcb=SoBZ67M3sTPD1ZgYAD0HbzkdCdPP&fccid=1217f4738c60b1a2&cmp=Imperial-Resource-Group%2C-Global&ti=Network+Engineer&vjs=3
Associate Software Architect,CureMD Healthcare,Salary is not given,https://pk.indeed.com/rc/clk?jk=4856287a1fc8d05e&bb=qkmBEBm8eCZ7SIFzlXnQ417PKjDT412w0NiKZ4B8SY-G50Olq1MHkobTtyRx3Xl2uQ1B_eM5CTuaroDiUl01d1Koe3XMNkA6vBFd-6A2udbLlzAkdubeWz8MmntZXtJfJGR3NwGbvkLQ3cAp_t5b_g%3D%3D&xkcb=SoDt67M3sTPD1ZgYAD0GbzkdCdPP&fccid=31d158ce3cec7a12&vjs=3
Senior SQA Engineer,Dubizzle Labs,Salary is not given,https://pk.indeed.com/rc/clk?jk=69455c27a9d48117&bb=qkmBEBm8eCZ7SIFzlXnQ42kHehaTniQj91bsyshtgJ9mBetdHgx1uo1hkNP0488e6rlwjS6lPoqei31UaVyA9-v_oV5L9NUnRkzyCwD-XnP50Nzmw_tHO8mxG2s_7k_RqvHmid6D8wATR5hutKkM-Q%3D%3D&xkcb=SoBw67M3sTPD1ZgYAD0FbzkdCdPP&fccid=eadbc0847d45da27&vjs=3
Lead / Senior Generative AI Engineer,92Techno,,https://pk.indeed.com/rc/clk?jk=dcd6eb12f402228c&bb=DGDtAcULhdfZv1afFH4VVHxM6DW9KBA5hJ7CHG2qf_bNv986yaRrUGpDHnuXSsBueI4zvncEuwYV4-2uMGAR42G2roce9jAQiowbL3WzJ-HIPbn2qkQ8hrhrJorwEm23LdSnIZqVsXjoi2mKkum1hg%3D%3D&xkcb=SoBv67M3sTPfzxzDD50LbzkdCdPP&fccid=0e6ed448825697b5&cmp=92Techno&ti=Lead+Generation+Specialist&vjs=3
Associate Software Engineer (Python Stack),GenITeam Solutions,Typically responds within 3 days,https://pk.indeed.com/rc/clk?jk=d571261610beaac1&bb=DGDtAcULhdfZv1afFH4VVIFU06O944cOWuauUNk0GZugg8YAtsx2fcHM51wDhVVz0izHoVirb94v1iJAFI5dkQYMdP3TGao5i9o19-rTQZjk4bGlGQ7NnFEGqOOwy5ssY1kXqjW5QPYXjn_iMj52nQ%3D%3D&xkcb=SoDb67M3sTPfzxzDD50KbzkdCdPP&fccid=484cff7e53ce933d&cmp=Geniteam-Solutions&ti=Software+Engineer&vjs=3
Technical Support Engineer,Recruitzz,"Rs 300,000 - Rs 350,000 a month",https://pk.indeed.com/rc/clk?jk=aa010e2333ea0311&bb=DGDtAcULhdfZv1afFH4VVIdd-EYGlb5diyMTEMFyYOQeHmVdl6Rxp-KIO2Mg0KnMz5XHm8g1MA3xESNJRbAlUBAkyXIE7w7Nr0FwEYTYx5XJznkx-UX9um8p_ncMn5TrrhtD6lKgx1hRaBlkmFL-JA%3D%3D&xkcb=SoBG67M3sTPfzxzDD50JbzkdCdPP&fccid=6147d9ac3a9bae03&cmp=Recruitzz&ti=Technical+Support+Engineer&vjs=3
Python Developer,Arithmiks,Full-time,https://pk.indeed.com/rc/clk?jk=be8413cfb966538d&bb=DGDtAcULhdfZv1afFH4VVBgGyEjorfnAEKOmwzgxWzhYTP0jkT0rRyi3XaVglQevfkpE99CKgfkP8npyGEvx_CQgi6Ien3ssAUcpm72yHAEzw2fLxYf5xyDejiP4hVO1qzX0OFjl9M_1P-GopNqVvw%3D%3D&xkcb=SoDy67M3sTPfzxzDD50IbzkdCdPP&fccid=6eb95e9a7408b338&cmp=Arithmiks&ti=Python+Developer&vjs=3
Junior Software Quality Assurance,Smart Computing Pvt Ltd,"Rs 80,000 - Rs 110,000 a month",https://pk.indeed.com/rc/clk?jk=131cf3d7a4ca351a&bb=DGDtAcULhdfZv1afFH4VVF-gGzsn-nBnET0GGJZRS76uxUkd627pngAcuCb4VaV3z352mNr7tHU89klDn-tA6GN46Hb4Om6NSpgIkAc-GCrm0NSKFfguAF_Iv0kSZnY_Pq1dakYBJ44I8gG3Vd63vA%3D%3D&xkcb=SoB867M3sTPfzxzDD50PbzkdCdPP&fccid=7b4cc905160b56be&cmp=RMA-Metering-Private-Limited&ti=Junior+Quality+Assurance+Analyst&vjs=3
SQA JUNIOR,Software Pro Digital,"Up to Rs 35,000 a month",https://pk.indeed.com/rc/clk?jk=0e2e239728cbc23f&bb=DGDtAcULhdfZv1afFH4VVH7tuYiSOJmHh6s0sJ0G70L34HYwqmhl3qISuID83Wicgvr7ot1bt4rxC6BbgwmWxUY5ooN96xjads0dT1RvN8C5L2X_K4Lze8F99-e5_AhKgLpAighlOTlkHUZ-ABGFag%3D%3D&xkcb=SoDI67M3sTPfzxzDD50ObzkdCdPP&fccid=89fc78313e2f4e5a&cmp=Shopify-Pro&ti=Sqa+Junior&vjs=3
Field Engineer,Connexis Pvt. Limited,Full-time,https://pk.indeed.com/rc/clk?jk=f1dcdc7f0a5e8d37&bb=DGDtAcULhdfZv1afFH4VVGS4cZvLm0_HMKsWdv2aGZT6DwkxzsxqL1y_uFSt2u_7Q_v_u4CYEB5whTNdRlwJpLdfN6Yct5hX459HRx_5fSKcekXqZEsLvE5ysM0CpZGJ2A-OmXtIlL1IgqAZo7lT6g%3D%3D&xkcb=SoBV67M3sTPfzxzDD50NbzkdCdPP&fccid=c7a63333fe577d3c&cmp=Connexis-Pvt.-Limited&ti=Field+Engineer&vjs=3
Python Developer,System Heuristics,+1,https://pk.indeed.com/rc/clk?jk=d46eed51f727076b&bb=DGDtAcULhdfZv1afFH4VVFX6d_zYKhQWQFmyS-w6eFClr-pIhP_ozYSDsSMXYj_wd42kO83R8hOXuaYqIUf7lgoaTfVsNYembg0ZrJsDKlEpl_HwnHg4ryb9HsP2Q1Os6vSjgiedeQBx0vmIFLlK4A%3D%3D&xkcb=SoDh67M3sTPfzxzDD50MbzkdCdPP&fccid=9de744f85af6c5c7&cmp=System-Heuristics&ti=Python+Developer&vjs=3
Senior Software Engineer - React JS,Dubizzle Labs,"Rs 130,000 - Rs 170,000 a month",https://pk.indeed.com/rc/clk?jk=9f15cba18310c214&bb=DGDtAcULhdfZv1afFH4VVEhydH7oscsbSmXwf2vlTGjAR0_MWjF2sbf_sXpKD1tCJqMHvOXk6GuKZ0AzcD9zIrt9AdhsvBIZca0h9aUu0BzZEMvPbAaWds3hqXBrdXU_sstB25usie50BY2js3MM1g%3D%3D&xkcb=SoAI67M3sTPfzxzDD50DbzkdCdPP&fccid=eadbc0847d45da27&vjs=3
Trainee Engineer (Electrical/Electronics),MEP Solutions,Full-time,https://pk.indeed.com/rc/clk?jk=3ceb2659dfadccbe&bb=DGDtAcULhdfZv1afFH4VVOzVD3THiDTHBuKYeAdfD4szVdANSd1Tp0JIBBp6XvNg0hUcET2LI9sGPhV-gH4KcBClzoUOzFMxtQM7n3-tVtKWOtVVLrzId6ghgC0LZr7yuaH8Bhv-RwItJFWi8f70vA%3D%3D&xkcb=SoC867M3sTPfzxzDD50CbzkdCdPP&fccid=01835d3db9fb2d92&cmp=MEP-Solutions&ti=Trainee+Engineer&vjs=3
Associate Software Engineer (Data scientist),Big Data Analytics,"Rs 50,000 - Rs 72,000 a month",https://pk.indeed.com/rc/clk?jk=15a024aebeca2494&bb=DGDtAcULhdfZv1afFH4VVJ0hh8FqfmLHWoQhWXjpmH43ypB0MZxhMNBDGFMVIsGt9T7L1YtKDHe_N9NXnPMqHNmiO9yENUsHmhicQ-3zyb23tP-e7sRwcfbYiuX1dXT_kN53b_xhKNRbjsV2US8ORw%3D%3D&xkcb=SoAh67M3sTPfzxzDD50BbzkdCdPP&fccid=02175a6f2ce14612&cmp=Big-Byte-Insights&ti=Data+Scientist&vjs=3
Python Developr,HR Professional,"Rs 50,000 - Rs 80,000 a month",https://pk.indeed.com/rc/clk?jk=dc3ac71824360c1e&bb=DGDtAcULhdfZv1afFH4VVIFU06O944cOZcx8ekLyVyiIQgTmHIsUei4MJNWFl_nOq68LJG1bDSMI8xOV4x6orMRU_cT-B6BNv5fjFI2mJFlvVqB-bizDo_JjxdJRDLUMmQeOw2O3p8ykZwCphOA21A%3D%3D&xkcb=SoCV67M3sTPfzxzDD50AbzkdCdPP&fccid=4c2bf637c99bf9ac&cmp=HR-Professional&ti=Python+Developr&vjs=3
Systems Engineer,ICE Consulting,"Rs 60,000 - Rs 100,000 a month",https://pk.indeed.com/rc/clk?jk=81704777c10551ca&bb=DGDtAcULhdfZv1afFH4VVAq79YrNpx4KcPL_HcZi-XXevL3PfAHtE1eCZdCN46AzQfV2QyK8cQUArV3EZpwLkM2ZgsxgwvOjRMUL6lGfU_oHRf6FmuZhm6vMV_pEmO8hQSSi9QoXlJlucM3MachwLw%3D%3D&xkcb=SoAb67M3sTPfzxzDD50HbzkdCdPP&fccid=caed0b5267005efa&vjs=3
Machine Learning Engineer,Caramel Tech Studios,"Rs 25,000 - Rs 35,000 a month",https://pk.indeed.com/rc/clk?jk=a41ef4e808403068&bb=DGDtAcULhdfZv1afFH4VVKRbgByIn4iKZzhV_CeAUAkm58hAJtYf6p32mO9Wo71xM2wDOGbacyFZLWdQvkc3r1b6eoGYGn9AsQ-T7HFhG3Z_3NsblauDu7_71TYGgA9YUZYfYA0W0kgeWyGF9txa_A%3D%3D&xkcb=SoCv67M3sTPfzxzDD50GbzkdCdPP&fccid=85983499f75d376c&vjs=3
QA Automation Engineer IV,TCP Software,Full-time,https://pk.indeed.com/rc/clk?jk=f8c1704bbdd47160&bb=DGDtAcULhdfZv1afFH4VVOG8owCXD_qt0GBwDxCEOEpC8OmB7HCyWcpXfElDr9IbDNicoUvuPourJQvny4yNv0UaUWjyU2XPdd9PVejML2-vdM5PrLaHcQk-nw6RXlsgf13nFEF7aongyDv2k5FPsw%3D%3D&xkcb=SoAy67M3sTPfzxzDD50FbzkdCdPP&fccid=82e95b0a62c053cd&vjs=3
N/A, Company name is not given,,Link not available
N/A, Company name is not given,Typically responds within 9 days,Link not available
N/A, Company name is not given,"Rs 90,000 - Rs 200,000 a month",Link not available
N/A, Company name is not given,Full-time,Link not available
N/A, Company name is not given,Full-time,Link not available
N/A, Company name is not given,Full-time,Link not available
Quality Assurance Automation Engineer,Softpers Interactive,"Rs 40,000 - Rs 50,000 a month",https://pk.indeed.com/rc/clk?jk=d7670b95628c7e4a&bb=T4SJ6-YvoMyqo_6PivvOuOeEOQtqgdCOccgHU9GfuvYWX7mo3-3_-qqq_trFSNYsQ7mlusPti6BQlUBBWMepJ10tnsvpJxNUXOUOq-cC-gxhPvYT5Ki7EtWpj73uOOhOCd8w8IxMnLZAx14zN8AC6g%3D%3D&xkcb=SoA567M3sTPb3GTCTp0LbzkdCdPP&fccid=f92b092dee857e57&vjs=3
Software Support Officer,Gosafe System Pvt Limited,Full-time,https://pk.indeed.com/rc/clk?jk=4e371414555737a8&bb=T4SJ6-YvoMyqo_6PivvOuOTkZOAdpFR84SctlDvmir70R7YrUELSqQsDd9W6InKCns7LsJjgPXWv_Ks2qRZe1JTLqEAXT_IZHiqHB3zMw4DsRDNKBqtaWaxDmpH1JywCAhUxMVtkICd9wd-HGGZROA%3D%3D&xkcb=SoCN67M3sTPb3GTCTp0KbzkdCdPP&fccid=ed5d547b0e82541c&cmp=Gosafe-System-Pvt.-Ltd.&ti=Support+Specialist&vjs=3
Telecom Network Engineer,IRG Global,"Rs 60,000 - Rs 100,000 a month",https://pk.indeed.com/rc/clk?jk=8f952517498345b9&bb=T4SJ6-YvoMyqo_6PivvOuL4nQEVbrKe5RZp_flpsTbAMN9BTbGHBNw1SxjrroAlgwLbq1Tfdryyh5ShKfqn7_5OamiGnzLh8UIcRHxQe_0WC6X6QaXQQwO0AdP5fApmGuQ6VLpCUo1ivb3RQb9y2QQ%3D%3D&xkcb=SoAQ67M3sTPb3GTCTp0JbzkdCdPP&fccid=1217f4738c60b1a2&cmp=Imperial-Resource-Group%2C-Global&ti=Telecommunications+Engineer&vjs=3
Software Engineer IV - BE,TCP Software,Full-time,https://pk.indeed.com/rc/clk?jk=b93d18a3f27e358c&bb=T4SJ6-YvoMyqo_6PivvOuK5O87wJukzuMoHkk9ZhpUv-dZksHi25PPhEj47dH56iGvKzxBPcFfeQ_tq7AC06j7fHGBv1j55NoM1Wup-4Tx_YZsxovkuCq-vJi0xqK_BHTgAjVjRkyT8aRPjmxuA2Sw%3D%3D&xkcb=SoCk67M3sTPb3GTCTp0IbzkdCdPP&fccid=82e95b0a62c053cd&vjs=3
Senior SQA Engineer Manual,Ascertia,Full-time,https://pk.indeed.com/rc/clk?jk=ed360828df961ee0&bb=T4SJ6-YvoMyqo_6PivvOuGGzxt9ZAmn6sbV7q11JNcrztT4UuFnDAp6Q7COhU-XguhnwLA-0cPRJL0J_0gwb20NClW2_kWb-3Nh0dsKZJ2yesraKga9kZ7J0-paaYcKZo7TXdUCA9rKYtfij_j36ow%3D%3D&xkcb=SoAq67M3sTPb3GTCTp0PbzkdCdPP&fccid=f6d321570c54d2cc&vjs=3
Senior Quality Assurance Engineer,Jeeny,,https://pk.indeed.com/rc/clk?jk=5cb231a2fab365ca&bb=T4SJ6-YvoMyqo_6PivvOuKQn_lmeQwPg1XKqlNMUVm_t0n_vQkO3u6tEqHsvzsXX_3U1sER0WOSjKnJNBeaF7IBqZFrL_6ujiVsvCMmKcELKSfeP57RvNXpQz2KDwD3kWlOq8I1zz8K2aNqWU9x9ZA%3D%3D&xkcb=SoCe67M3sTPb3GTCTp0ObzkdCdPP&fccid=221f3fe8667ef069&vjs=3
Auto Cad Engineer,Avanceon MEA,Typically responds within 1 day,https://pk.indeed.com/rc/clk?jk=5562c3b19d992216&bb=T4SJ6-YvoMyqo_6PivvOuHpBm1oMFNSx6jiamUxqFgD15YrDEHFui265RNLpw7TQbePjzFBZjJCMQ-eSUftW2pMgBiuHFjR_EFFFsvQjGiw5fCjianY3xy5oOWmOo_uoanX072djEaMHOtLuZy8ZvA%3D%3D&xkcb=SoAD67M3sTPb3GTCTp0NbzkdCdPP&fccid=09ba960c1f252172&vjs=3
Senior Software Quality Assurance (SQA) Engineer,WP Minds,Full-time,https://pk.indeed.com/rc/clk?jk=33c099aaac7a0786&bb=T4SJ6-YvoMyqo_6PivvOuHGyNv64GJnhysVzLw_naw8gcUXWtCRWjhjGLLzF7nLQ41P8PWq2qC003_KvyolSHo3uJoZkgaJAnr2ZLxcYc9l5KYyd7DBiRxbJ6pHAjl8MAe_jUNAhra9fKO2NY5azhg%3D%3D&xkcb=SoC367M3sTPb3GTCTp0MbzkdCdPP&fccid=19f94e0f9ee44a32&cmp=WP-Minds&ti=Senior+Software+Quality+Assurance+Engineer&vjs=3
Production Engineer - Board,Interwood Mobel,"Rs 60,000 - Rs 120,000 a month",https://pk.indeed.com/rc/clk?jk=7d6d97d09b2cf802&bb=T4SJ6-YvoMyqo_6PivvOuLhTD0qxn3f65Rph8sAWeRJikfFKmMS7KttVPpruP4nn3nEjLv7hMUV2X9xCDLd73GgoAX7jwOPz9KpRROY-ZONU6aDiNJbdCLTcprLEuQmZiEsROkfb2gU_BLAw1uf7AQ%3D%3D&xkcb=SoBe67M3sTPb3GTCTp0DbzkdCdPP&fccid=a9e760020b4e98f7&vjs=3
BI Engineer,CureMD Healthcare,,https://pk.indeed.com/rc/clk?jk=3f864d8adc8dd181&bb=T4SJ6-YvoMyqo_6PivvOuM1JVT1WqVLo3fkPZPU2-xz6k56stJJll0RWaEHgk9jh-JteHOIFyVuFkLZuzu4kWIzky0HGK33qDlX3den-xEEaUeMyytkxRFGjvppHVj55qwNmBCJ1unC6v9eNDXU5Nw%3D%3D&xkcb=SoDq67M3sTPb3GTCTp0CbzkdCdPP&fccid=31d158ce3cec7a12&vjs=3
Senior Full Stack Engineer,FiveRivers Technologies,Typically responds within 1 day,https://pk.indeed.com/rc/clk?jk=7ea5cc725fab208f&bb=T4SJ6-YvoMyqo_6PivvOuGGzxt9ZAmn6w3JHpHAooG6NAj5BaRbnptW4kEccN0SELzyoXs2XiOChc-Nz3ckPe9yEs2cILg1gLzYX7EZGjoQJp2QznImQWy84TTqgNz5sXDcfpjas7of059-Hi6l7SQ%3D%3D&xkcb=SoB367M3sTPb3GTCTp0BbzkdCdPP&fccid=f9d022db1144d466&vjs=3
Network Engineer,ASK Development,Full-time,https://pk.indeed.com/rc/clk?jk=66cd521200809d15&bb=T4SJ6-YvoMyqo_6PivvOuK8QgOEbVgLSih1gWDp6VG60QZjA_-LySSH6hY4oQ-P1VHEaopWwbk1NrG1uS6_uYWoUfL4tEJGSJsoa6WYPxHSftKEZMEFedNjvnsfW4ZOhorjtPUDCwMvA9NXsu0xLxw%3D%3D&xkcb=SoDD67M3sTPb3GTCTp0AbzkdCdPP&fccid=980dbb5ae8c6b482&cmp=ASK-Development&ti=Network+Engineer&vjs=3
Senior QA Engineer (Gaming Industry),Dost Solutions,Full-time,https://pk.indeed.com/rc/clk?jk=e6fb331101624920&bb=T4SJ6-YvoMyqo_6PivvOuOS0ftm0ZED6HBAXCYzfPk0lg_Y_uFI5gHGbxy-n1RSXzV3iXsSYpOoWBZEndtKRrUSDBB6VVvrGcVd7cYLLuEOeHPTItWxrWpq5u7ACTWoUaPDDrObAx6RBC2BjtN0o1g%3D%3D&xkcb=SoBN67M3sTPb3GTCTp0HbzkdCdPP&fccid=cdddf3181f453ea4&cmp=Dost-Solutions&ti=Senior+Quality+Assurance+Engineer&vjs=3
Business Development Manager (IT),ThinkDone Solutions,"From Rs 60,000 a month",https://pk.indeed.com/rc/clk?jk=d133b200181a31a9&bb=T4SJ6-YvoMyqo_6PivvOuA2vx3l4bdTtz_oEErd1Zau1PB-JW9-bVVEoofkc0is_SFeqfOKoyzcymarWeq-i9ihSUNnFpxYkKNjFacH-yKVDXca6DAs_k3xdkjwtwxWmsQjIUidLDZtu1NM8qa58uA%3D%3D&xkcb=SoD567M3sTPb3GTCTp0GbzkdCdPP&fccid=ecfc857a41fd218d&cmp=ThinkDone-Solutions&ti=Business+Development+Manager&vjs=3
Senior Software Engineer - Python,Creative Chaos,Full-time,https://pk.indeed.com/rc/clk?jk=55f080588f5fcdc8&bb=T4SJ6-YvoMyqo_6PivvOuGcR4xqvofNFBOpqyDaf2BQF7_Y9JITPP6Mx3fWtKFMMuJ4v3GTIA2JE_dQB0SWWimxdI-uE6SAoehq9YXxkAIW9DNQCJzFr-45W6tUUYSBkOn9dIY_QjNaOEuahW19c8w%3D%3D&xkcb=SoBk67M3sTPb3GTCTp0FbzkdCdPP&fccid=55f3ff01fe733702&vjs=3
N/A, Company name is not given,"Up to Rs 200,000 a month",Link not available
N/A, Company name is not given,,Link not available
N/A, Company name is not given,Typically responds within 1 day,Link not available
N/A, Company name is not given,Full-time,Link not available
Software Quality Assurance Engineer – Full Automation,Genx Integrated Systems,Full-time,https://pk.indeed.com/rc/clk?jk=b3e0f442edfa26e2&bb=ZyXsc9ZLy7utwhl2Fu0nbW5peDz7l3usYHwVnAoQqsG42S4APBe6QGkNn6goOCcRTrcYgoZMGuvyx71_byxN_ryLfzZs8VRC9LOdbgCAuzItLJOeZ295LCyIyzBozw_hEYGeEwTNeopw6SInwS2yoA%3D%3D&xkcb=SoCq67M3sTPXyVzBMR0LbzkdCdPP&fccid=59d6ff032347e37c&cmp=Medisure-Solutions&ti=Software+Quality+Assurance+Engineer&vjs=3
Lead QA Engineer-Automation,7 Kings Code LLC,Full-time,https://pk.indeed.com/rc/clk?jk=6d07e4196667fc79&bb=ZyXsc9ZLy7utwhl2Fu0nbWaoaIRE5kthftm-RcohV4JZEC8QBYeO6w0PJfBFrD-Np_3IW58vBiBktnTYVHpQPgauZTPnr5CUZ-_ekpaMKiFNW7adCPlDdulTm1gYvK1MNtK-nhMaA1AN4EhG5rVm-g%3D%3D&xkcb=SoAe67M3sTPXyVzBMR0KbzkdCdPP&fccid=03a39715e5941d4d&cmp=The-Garden-of-Eve&ti=Quality+Assurance+Engineer&vjs=3
QA Automation Engineer III,TCP Software,Full-time,https://pk.indeed.com/rc/clk?jk=24ed6a58a8bf3a4c&bb=ZyXsc9ZLy7utwhl2Fu0nbYEzH6cx6Bzy-2k8ZlAyebBOWquxpnmHV9ofmZwpbkUAdXsb2-Fp9M0F87WkhzStXv6RiqjH6qHfAkR_P-cYM1M7FtCs1qTZYLBD-5-9bsnimMtTR9STX-fX74xFlekryQ%3D%3D&xkcb=SoCD67M3sTPXyVzBMR0JbzkdCdPP&fccid=82e95b0a62c053cd&vjs=3
